# image_index,predicted_label,adversarial_probability,true_label
0,0,0.796820,0
1,0,0.610166,0
2,0,0.631546,0
3,0,0.792635,0
4,0,0.626583,0
5,0,0.615390,0
6,0,0.733422,0
7,0,0.771417,0
8,0,0.805725,0
9,0,0.632640,0
10,0,0.778647,0
11,0,0.692114,0
12,0,0.719569,0
13,0,0.666853,0
14,0,0.733094,0
15,0,0.500000,0
16,0,0.711260,0
17,0,0.564940,0
18,0,0.565138,0
19,0,0.750714,0
20,0,0.734654,0
21,0,0.708871,0
22,0,0.760819,0
23,0,0.714844,0
24,0,0.881836,0
25,0,0.731589,0
26,0,0.647405,0
27,0,0.587973,0
28,0,0.798851,0
29,1,0.469177,0
30,0,0.745972,0
31,0,0.825653,0
32,0,0.534612,0
33,0,0.666618,0
34,0,0.567447,0
35,0,0.680599,0
36,0,0.500000,0
37,0,0.792669,0
38,0,0.718482,0
39,0,0.672918,0
40,0,0.574787,0
41,0,0.778537,0
42,0,0.771967,0
43,0,0.644613,0
44,0,0.692825,0
45,0,0.706994,0
46,0,0.656261,0
47,0,0.652510,0
48,0,0.773090,0
49,0,0.601206,0
50,0,0.754646,0
51,0,0.765962,0
52,0,0.775345,0
53,0,0.689783,0
54,0,0.707772,0
55,0,0.606793,0
56,0,0.685167,0
57,0,0.549949,0
58,0,0.614628,0
59,0,0.572332,0
60,0,0.593532,0
61,0,0.593516,0
62,0,0.518661,0
63,0,0.726942,0
64,0,0.733383,0
65,0,0.842176,0
66,0,0.630076,0
67,0,0.762237,0
68,0,0.829575,0
69,0,0.848311,0
70,0,0.669635,0
71,0,0.751741,0
72,0,0.760680,0
73,0,0.635269,0
74,0,0.714260,0
75,0,0.800425,0
76,0,0.682972,0
77,0,0.822741,0
78,0,0.572131,0
79,0,0.801918,0
80,0,0.748872,0
81,0,0.782787,0
82,0,0.729947,0
83,0,0.580617,0
84,0,0.729687,0
85,0,0.748851,0
86,0,0.749986,0
87,0,0.819660,0
88,0,0.733164,0
89,0,0.753829,0
90,0,0.602335,0
91,0,0.816817,0
92,0,0.857304,0
93,0,0.729736,0
94,0,0.716152,0
95,0,0.565145,0
96,0,0.582284,0
97,0,0.707573,0
98,0,0.526201,0
99,0,0.687107,0
100,0,0.629364,0
101,0,0.779376,0
102,0,0.668393,0
103,0,0.813465,0
104,0,0.692956,0
105,0,0.840488,0
106,0,0.848980,0
107,0,0.765578,0
108,0,0.628378,0
109,0,0.778603,0
110,0,0.730434,0
111,0,0.813683,0
112,0,0.675353,0
113,0,0.816982,0
114,0,0.769463,0
115,0,0.838536,0
116,0,0.701484,0
117,0,0.615985,0
118,0,0.767182,0
119,0,0.762394,0
120,0,0.689925,0
121,0,0.829552,0
122,0,0.666745,0
123,0,0.844819,0
124,0,0.679839,0
125,0,0.757420,0
126,0,0.735997,0
127,0,0.687430,0
128,0,0.746805,0
129,0,0.779642,0
130,0,0.846598,0
131,0,0.818373,0
132,0,0.722032,0
133,0,0.751111,0
134,0,0.806957,0
135,0,0.605823,0
136,0,0.656399,0
137,0,0.854923,0
138,0,0.793210,0
139,0,0.604506,0
140,0,0.817261,0
141,1,0.484398,0
142,0,0.690026,0
143,0,0.854492,0
144,0,0.770479,0
145,0,0.500000,0
146,0,0.814803,0
147,0,0.766201,0
148,0,0.812808,0
149,0,0.619895,0
150,0,0.780243,0
151,0,0.659441,0
152,0,0.688128,0
153,0,0.690208,0
154,0,0.715838,0
155,0,0.654845,0
156,0,0.706261,0
157,1,0.483988,0
158,0,0.715605,0
159,0,0.605989,0
160,0,0.679179,0
161,0,0.510284,0
162,0,0.532045,0
163,0,0.678614,0
164,0,0.706755,0
165,0,0.640542,0
166,0,0.598858,0
167,0,0.705090,0
168,0,0.676008,0
169,0,0.748312,0
170,0,0.788171,0
171,0,0.636337,0
172,0,0.581983,0
173,0,0.800162,0
174,0,0.722451,0
175,0,0.589283,0
176,0,0.640672,0
177,0,0.621963,0
178,0,0.702399,0
179,0,0.810456,0
180,0,0.691573,0
181,0,0.611973,0
182,1,0.473153,0
183,0,0.631142,0
184,0,0.651807,0
185,0,0.865288,0
186,0,0.683592,0
187,0,0.674521,0
188,0,0.580320,0
189,0,0.651175,0
190,0,0.602936,0
191,0,0.769502,0
192,0,0.658268,0
193,0,0.795474,0
194,0,0.557188,0
195,0,0.683950,0
196,0,0.769404,0
197,0,0.721697,0
198,0,0.616209,0
199,0,0.599344,0
200,0,0.698399,0
201,0,0.686804,0
202,0,0.714398,0
203,1,0.473334,0
204,0,0.734481,0
205,0,0.664616,0
206,0,0.494391,0
207,0,0.677669,0
208,0,0.682512,0
209,0,0.563405,0
210,0,0.683846,0
211,0,0.745989,0
212,0,0.528832,0
213,0,0.611887,0
214,0,0.551202,0
215,0,0.785179,0
216,0,0.802582,0
217,0,0.584445,0
218,0,0.597644,0
219,1,0.477341,0
