image_index,filename,predicted_label,adversarial_probability,true_label
0,000001.jpg,1,0.990228863684358,1
1,000002.jpg,1,0.9924735994718533,1
2,000003.jpg,1,0.9943028305937626,1
3,000004.jpg,1,0.9943318417681473,1
4,000005.jpg,1,0.9950265320681232,1
5,000006.jpg,1,0.9863388163007812,1
6,000007.jpg,1,0.9741068154230785,1
7,000008.jpg,1,0.9895507742475663,1
8,000009.jpg,1,0.9945511688473657,1
9,000010.jpg,1,0.9999912625131138,1
10,000011.jpg,1,0.9974063579543953,1
11,000012.jpg,1,0.9909143016428955,1
12,000013.jpg,1,0.9853906442432248,1
13,000014.jpg,1,0.9802181836823697,1
14,000015.jpg,1,0.9924148495333208,1
15,000016.jpg,1,0.9686025974615748,1
16,000017.jpg,1,0.9890111656174447,1
17,000018.jpg,1,0.9843666082550372,1
18,000019.jpg,1,0.9907803444393907,1
19,000020.jpg,1,0.9897328324268759,1
20,000021.jpg,1,0.986779807098442,1
21,000022.jpg,1,0.9883050679691039,1
22,000023.jpg,1,0.9894745051444327,1
23,000024.jpg,1,0.9852934279355698,1
24,000025.jpg,1,0.9612384766934126,1
25,000026.jpg,1,0.9709917554845512,1
26,000027.jpg,1,0.9792742834021787,1
27,000028.jpg,1,0.9893476847355115,1
28,000029.jpg,1,0.9906910658111663,1
29,000030.jpg,1,0.9806380010045249,1
30,000031.jpg,1,0.9847379018954453,1
31,000032.jpg,1,0.986482005790645,1
32,000033.jpg,1,0.996501153930744,1
33,000034.jpg,1,0.9963996935060624,1
34,000035.jpg,1,0.9911743083350344,1
35,000036.jpg,1,0.992017948840502,1
36,000037.jpg,1,0.9999919713696797,1
37,000038.jpg,1,0.9950670913751306,1
38,000039.jpg,1,0.9881405459482668,1
39,000040.jpg,1,0.992605354786922,1
40,000041.jpg,1,0.9999941443305704,1
41,000042.jpg,1,0.9999909409167874,1
42,000043.jpg,1,0.9999989646319046,1
43,000044.jpg,1,0.9999927741902687,1
44,000045.jpg,1,0.997454572268421,1
45,000046.jpg,1,0.9971899443767155,1
46,000047.jpg,1,0.9961223725255071,1
47,000048.jpg,1,0.9999940882009201,1
48,000049.jpg,1,0.9965508120378815,1
49,000050.jpg,1,0.9999867638791525,1
50,000051.jpg,1,0.9999984475430362,1
51,000052.jpg,1,0.9940260625464091,1
52,000053.jpg,1,0.9999970830198628,1
53,000054.jpg,1,0.9999876631832669,1
54,000055.jpg,1,0.9956781419239844,1
55,000056.jpg,1,0.9961525027274652,1
56,000057.jpg,1,0.9999865395845149,1
57,000058.jpg,1,0.9999879903712096,1
58,000059.jpg,1,0.9972894976148953,1
59,000060.jpg,1,0.9999831479712337,1
60,000061.jpg,1,0.9999964344304927,1
61,000062.jpg,1,0.9887072927294535,1
62,000063.jpg,1,0.9933236646509214,1
63,000064.jpg,1,0.9881729552880744,1
64,000065.jpg,1,0.9919079880869324,1
65,000066.jpg,1,0.9860778489512991,1
66,000067.jpg,1,0.9830598054389682,1
67,000068.jpg,1,0.9909963310236133,1
68,000069.jpg,1,0.9892807081800847,1
69,000070.jpg,1,0.9923380085404532,1
70,000071.jpg,1,0.9905133949519563,1
71,000072.jpg,1,0.9880224804208694,1
72,000073.jpg,1,0.9953327754402855,1
73,000074.jpg,1,0.9966061865803189,1
74,000075.jpg,1,0.9860858164965758,1
75,000076.jpg,1,0.9864067056219076,1
76,000077.jpg,1,0.9881765414407947,1
77,000078.jpg,1,0.9918693833373674,1
78,000079.jpg,1,0.9959277774270978,1
79,000080.jpg,1,0.9934552144819695,1
80,000081.jpg,1,0.9999902512991855,1
81,000082.jpg,1,0.9999810450276556,1
82,000083.jpg,1,0.9956779698392534,1
83,000084.jpg,1,0.9948514393018397,1
84,000085.jpg,1,0.9999891138075342,1
85,000086.jpg,1,0.9969031317243147,1
86,000087.jpg,1,0.9953021698042911,1
87,000088.jpg,1,0.9961168588768035,1
88,000089.jpg,1,0.9953297685446891,1
89,000090.jpg,1,0.9957566620809554,1
90,000091.jpg,1,0.9962150793670083,1
91,000092.jpg,1,0.9999910446512349,1
92,000093.jpg,1,0.9958642924488921,1
93,000094.jpg,1,0.9999927913912152,1
94,000095.jpg,1,0.9972692557398403,1
95,000096.jpg,1,0.9999855764235992,1
96,000097.jpg,1,0.9999928013892158,1
97,000098.jpg,1,0.9999868109868213,1
98,000099.jpg,1,0.9900920608977797,1
99,000100.jpg,1,0.9904113862004666,1
100,000101.jpg,1,0.996952634385876,1
101,000102.jpg,1,0.9999886673368958,1
102,000103.jpg,1,0.9961896311151179,1
103,000104.jpg,1,0.9963107931682378,1
104,000105.jpg,1,0.9999901529080549,1
105,000106.jpg,1,0.9972967723852031,1
106,000107.jpg,1,0.9999950575653819,1
107,000108.jpg,1,0.9999827749238345,1
108,000109.jpg,1,0.9970969962900773,1
109,000110.jpg,1,0.9962235529986161,1
110,000111.jpg,1,0.9864961898817989,1
111,000112.jpg,1,0.990016523457312,1
112,000113.jpg,1,0.996471588896703,1
113,000114.jpg,1,0.999985013943851,1
114,000115.jpg,1,0.9903930869099475,1
115,000116.jpg,1,0.9929519130647727,1
116,000117.jpg,1,0.9892571271714482,1
117,000118.jpg,1,0.9913375432525889,1
118,000119.jpg,1,0.9841685596332179,1
119,000120.jpg,1,0.9881833166987318,1
120,000121.jpg,1,0.9923960759834125,1
121,000122.jpg,1,0.996996271348861,1
122,000123.jpg,1,0.9905940933100116,1
123,000124.jpg,1,0.9958244956290085,1
124,000125.jpg,1,0.9967312758531024,1
125,000126.jpg,1,0.9966799215633506,1
126,000127.jpg,1,0.9999901973404091,1
