image_index,filename,predicted_label,adversarial_probability,true_label
0,000001.jpg,1,0.9872507662616681,1
1,000002.jpg,1,0.9921207434067892,1
2,000003.jpg,1,0.999989248568634,1
3,000004.jpg,1,0.9969247092581043,1
4,000005.jpg,1,0.9999820128315198,1
5,000006.jpg,1,0.9867573118840924,1
6,000007.jpg,1,0.9888806501871014,1
7,000008.jpg,1,0.9948376437301415,1
8,000009.jpg,1,0.9953960749901815,1
9,000010.jpg,1,0.9999947519250478,1
10,000011.jpg,1,0.9999822690427714,1
11,000012.jpg,1,0.9914885600768042,1
12,000013.jpg,1,0.9822316929902046,1
13,000014.jpg,1,0.9782084420919271,1
14,000015.jpg,1,0.9942405327867093,1
15,000016.jpg,1,0.9844400645816296,1
16,000017.jpg,1,0.9915607871776447,1
17,000018.jpg,1,0.989132803989289,1
18,000019.jpg,1,0.992169652199904,1
19,000020.jpg,1,0.9903392356504023,1
20,000021.jpg,1,0.9914311958275062,1
21,000022.jpg,1,0.9926180259426908,1
22,000023.jpg,1,0.9954271865851093,1
23,000024.jpg,1,0.9934700351369604,1
24,000025.jpg,1,0.9755006797264034,1
25,000026.jpg,1,0.9755257084653984,1
26,000027.jpg,1,0.9906802262876863,1
27,000028.jpg,1,0.9915962908988181,1
28,000029.jpg,1,0.9889113620187866,1
29,000030.jpg,1,0.9664363897318197,1
30,000031.jpg,1,0.9899594820635786,1
31,000032.jpg,1,0.9862827411969788,1
32,000033.jpg,1,0.9999836504459814,1
33,000034.jpg,1,0.9999823103080828,1
34,000035.jpg,1,0.9863704123075355,1
35,000036.jpg,1,0.9926812325721587,1
36,000037.jpg,1,0.9999901455321926,1
37,000038.jpg,1,0.9955721903547827,1
38,000039.jpg,1,0.9884347540656139,1
39,000040.jpg,1,0.9933882731668386,1
40,000041.jpg,1,0.9999947522927993,1
41,000042.jpg,1,0.9999903476190077,1
42,000043.jpg,1,0.9999986460117396,1
43,000044.jpg,1,0.9999930482883582,1
44,000045.jpg,1,0.9999834811525404,1
45,000046.jpg,1,0.9973051295812472,1
46,000047.jpg,1,0.9967531963587599,1
47,000048.jpg,1,0.999987919959092,1
48,000049.jpg,1,0.9999906679000421,1
49,000050.jpg,1,0.9999934336977295,1
50,000051.jpg,1,0.999999085316132,1
51,000052.jpg,1,0.9952154294924052,1
52,000053.jpg,1,0.9999910640016803,1
53,000054.jpg,1,0.9999863833916836,1
54,000055.jpg,1,0.9999884785504249,1
55,000056.jpg,1,0.9999825634355032,1
56,000057.jpg,1,0.9974321395051056,1
57,000058.jpg,1,0.9963989486896161,1
58,000059.jpg,1,0.9999833808641156,1
59,000060.jpg,1,0.9967169500119428,1
60,000061.jpg,1,0.9999985745466291,1
61,000062.jpg,1,0.9935996222971388,1
62,000063.jpg,1,0.9957555364867028,1
63,000064.jpg,1,0.9926160257806944,1
64,000065.jpg,1,0.9924620864711997,1
65,000066.jpg,1,0.9912650308429343,1
66,000067.jpg,1,0.9843919204569028,1
67,000068.jpg,1,0.9877261074017786,1
68,000069.jpg,1,0.9908544243729466,1
69,000070.jpg,1,0.9936701797823588,1
70,000071.jpg,1,0.992667744258402,1
71,000072.jpg,1,0.9872581006707477,1
72,000073.jpg,1,0.996284600924766,1
73,000074.jpg,1,0.9969819189145288,1
74,000075.jpg,1,0.9855694976403734,1
75,000076.jpg,1,0.9850378855010251,1
76,000077.jpg,1,0.9898702476323739,1
77,000078.jpg,1,0.995791145067934,1
78,000079.jpg,1,0.9940542300068526,1
79,000080.jpg,1,0.9952677407045524,1
80,000081.jpg,1,0.9999839104867352,1
81,000082.jpg,1,0.9972953583689341,1
82,000083.jpg,1,0.9950091993790727,1
83,000084.jpg,1,0.9939305009284471,1
84,000085.jpg,1,0.996488553495537,1
85,000086.jpg,1,0.996227075384006,1
86,000087.jpg,1,0.9963842811776118,1
87,000088.jpg,1,0.9965868091124195,1
88,000089.jpg,1,0.995885766690551,1
89,000090.jpg,1,0.9957938320854195,1
90,000091.jpg,1,0.9963740722399179,1
91,000092.jpg,1,0.9999967189460656,1
92,000093.jpg,1,0.9999909461430172,1
93,000094.jpg,1,0.9999983892815489,1
94,000095.jpg,1,0.9999903953257346,1
95,000096.jpg,1,0.9999933796638446,1
96,000097.jpg,1,0.9999915612120135,1
97,000098.jpg,1,0.9999882916334845,1
98,000099.jpg,1,0.9974682286345942,1
99,000100.jpg,1,0.9972008882431208,1
100,000101.jpg,1,0.9999947176270142,1
101,000102.jpg,1,0.9999967575669964,1
102,000103.jpg,1,0.9999873822021756,1
103,000104.jpg,1,0.999991485041355,1
104,000105.jpg,1,0.9999948971529327,1
105,000106.jpg,1,0.999991708956787,1
106,000107.jpg,1,0.9999950721672216,1
107,000108.jpg,1,0.9999812027494583,1
108,000109.jpg,1,0.9957299570442965,1
109,000110.jpg,1,0.9957703753460272,1
110,000111.jpg,1,0.9851195935592696,1
111,000112.jpg,1,0.9867812054213535,1
112,000113.jpg,1,0.9962770026618937,1
113,000114.jpg,1,0.9999877989364865,1
114,000115.jpg,1,0.9825417848275008,1
115,000116.jpg,1,0.9921825507708045,1
116,000117.jpg,1,0.991823702557425,1
117,000118.jpg,1,0.9919815676855221,1
118,000119.jpg,1,0.9901191169674272,1
119,000120.jpg,1,0.9888936280502677,1
120,000121.jpg,1,0.9925698528574117,1
121,000122.jpg,1,0.9974300785392103,1
122,000123.jpg,1,0.9828394789888583,1
123,000124.jpg,1,0.9950936700970289,1
124,000125.jpg,1,0.9999952541570816,1
125,000126.jpg,1,0.9999943681493785,1
126,000127.jpg,1,0.9974062553252684,1
127,000128.jpg,1,0.9999915137664082,1
128,000129.jpg,1,0.9999932545649486,1
129,000130.jpg,1,0.9999974966781681,1
130,000131.jpg,1,0.9999853727809489,1
131,000132.jpg,1,0.9972100846015777,1
132,000133.jpg,1,0.9999953169277894,1
133,000134.jpg,1,0.999994343390413,1
134,000135.jpg,1,0.9935506232062535,1
135,000136.jpg,1,0.9911635326688428,1
136,000137.jpg,1,0.9949699111265218,1
137,000138.jpg,1,0.994180494912821,1
138,000139.jpg,1,0.9947873980801049,1
139,000140.jpg,1,0.9944509088373588,1
140,000141.jpg,1,0.9999819261319596,1
141,000142.jpg,1,0.9999814753895365,1
142,000143.jpg,1,0.9954961931723795,1
143,000144.jpg,1,0.9963045121325763,1
144,000145.jpg,1,0.9999985793016967,1
145,000146.jpg,1,0.9999948817151841,1
146,000147.jpg,1,0.9999928524260466,1
147,000148.jpg,1,0.9999818948232664,1
148,000149.jpg,1,0.99999181073761,1
149,000150.jpg,1,0.9939150751932863,1
150,000151.jpg,1,0.9926463504110579,1
151,000152.jpg,1,0.9926162455485351,1
152,000153.jpg,1,0.9940735909946636,1
153,000154.jpg,1,0.9974503004288982,1
154,000155.jpg,1,0.9999813741138809,1
155,000156.jpg,1,0.9950700591234896,1
156,000157.jpg,1,0.9889902549109344,1
157,000158.jpg,1,0.9933643372169938,1
158,000159.jpg,1,0.9891298735211274,1
159,000160.jpg,1,0.9923230754260428,1
160,000161.jpg,1,0.9948385161202317,1
161,000162.jpg,1,0.9958310306686172,1
162,000163.jpg,1,0.9902494143776942,1
163,000164.jpg,1,0.9899206946079534,1
164,000165.jpg,1,0.9935261488493259,1
165,000166.jpg,1,0.9938443110091953,1
166,000167.jpg,1,0.9932845542150457,1
167,000168.jpg,1,0.9924534108127159,1
168,000169.jpg,1,0.9924814015060194,1
169,000170.jpg,1,0.9947586699367145,1
170,000171.jpg,1,0.9881134961320445,1
171,000172.jpg,1,0.9917902367145588,1
172,000173.jpg,1,0.995516532727447,1
173,000174.jpg,1,0.9999942140683584,1
174,000175.jpg,1,0.9897458005357944,1
175,000176.jpg,1,0.9956969971897222,1
176,000177.jpg,1,0.9875208029377435,1
