image_index,filename,predicted_label,adversarial_probability,true_label
0,000001.jpg,1,0.8462689112383843,1
1,000002.jpg,1,0.9175378681351058,1
2,000003.jpg,1,0.9203305273330189,1
3,000004.jpg,1,0.9127599094513463,1
4,000005.jpg,1,0.8634283257436784,1
5,000006.jpg,1,0.7474024426313164,1
6,000007.jpg,1,0.5705827662272063,1
7,000008.jpg,1,0.6459516510492429,1
8,000009.jpg,1,0.6983425168208279,1
9,000010.jpg,1,0.7425113248822922,1
10,000011.jpg,1,0.8751829331088709,1
11,000012.jpg,1,0.6835700203932537,1
12,000013.jpg,1,0.6864601095558106,1
13,000014.jpg,1,0.5684015273029644,1
14,000015.jpg,1,0.674895024038244,1
15,000016.jpg,0,0.3813055311969115,1
16,000017.jpg,1,0.5225409190733628,1
17,000018.jpg,0,0.4002983185422452,1
18,000019.jpg,1,0.6701398522617878,1
19,000020.jpg,1,0.7346270025355165,1
20,000021.jpg,1,0.7104988327390297,1
21,000022.jpg,1,0.7105958478728034,1
22,000023.jpg,1,0.8058146160361921,1
23,000024.jpg,1,0.5360215842231489,1
24,000025.jpg,1,0.6307866337290838,1
25,000026.jpg,1,0.6335215614641986,1
26,000027.jpg,1,0.5396166495089009,1
27,000028.jpg,1,0.678918794838242,1
28,000029.jpg,1,0.5861385794356169,1
29,000030.jpg,0,0.45155210297408876,1
30,000031.jpg,1,0.7388319845285864,1
31,000032.jpg,1,0.6999253642602146,1
32,000033.jpg,1,0.7233597128222466,1
33,000034.jpg,1,0.7382575359247897,1
34,000035.jpg,1,0.7423528764710309,1
35,000036.jpg,1,0.8074248207687656,1
36,000037.jpg,1,0.8398471776279839,1
37,000038.jpg,1,0.7614190346556999,1
38,000039.jpg,1,0.744715849010281,1
39,000040.jpg,1,0.758461646753765,1
40,000041.jpg,1,0.9467371847564763,1
41,000042.jpg,1,0.9447277137454917,1
42,000043.jpg,1,0.9461500923341267,1
43,000044.jpg,1,0.9357631903915591,1
44,000045.jpg,1,0.8804011329842633,1
45,000046.jpg,1,0.8761775320463862,1
46,000047.jpg,1,0.9239571976124764,1
47,000048.jpg,1,0.9307520565884044,1
48,000049.jpg,1,0.9322101464435435,1
49,000050.jpg,1,0.9226421000889835,1
50,000051.jpg,1,0.8728279463716444,1
51,000052.jpg,1,0.7079983543914371,1
52,000053.jpg,1,0.9100427201092276,1
53,000054.jpg,1,0.9230161050908995,1
54,000055.jpg,1,0.8561860059635923,1
55,000056.jpg,1,0.8745503558822972,1
56,000057.jpg,1,0.9290329227807486,1
57,000058.jpg,1,0.8503337934956393,1
58,000059.jpg,1,0.9215127571864052,1
59,000060.jpg,1,0.7297161377615967,1
60,000061.jpg,1,0.931451438336862,1
61,000062.jpg,1,0.7193594205803983,1
62,000063.jpg,1,0.9002853939678424,1
63,000064.jpg,1,0.9208421786759833,1
64,000065.jpg,1,0.8829750939562679,1
65,000066.jpg,1,0.7361156654661694,1
66,000067.jpg,1,0.7070787176266303,1
67,000068.jpg,1,0.7399881859556464,1
68,000069.jpg,1,0.7009596928164386,1
69,000070.jpg,1,0.7090684242499747,1
70,000071.jpg,1,0.6832980343790828,1
